average_loss
23.568585
23.452246
25.813569
26.822273
24.289665
24.336031
24.059940
24.149085
22.195033
23.916028
21.300690
20.349068
22.264068
22.276179
21.286766
22.461073
21.758139
20.015970
20.234987
19.950778
20.638617
19.593430
20.950661
19.495956
18.500239
21.013392
18.176143
19.679966
16.965794
19.417039
17.093969
17.916737
17.180817
17.203887
17.471740
16.456211
16.457630
16.132859
15.127483
15.010047
15.256089
14.944576
15.361470
15.099868
13.987831
14.470108
14.257329
13.377356
15.020924
13.680154
14.549682
14.261817
12.664020
12.958827
12.136283
12.453974
13.048911
12.093842
10.027361
11.535524
10.815839
11.734743
11.132714
10.438678
9.710975
10.486520
9.809665
9.074652
9.029786
9.690178
8.723259
9.690888
9.557210
9.168843
7.887184
7.965080
7.321982
8.657189
8.280970
6.329987
6.973432
7.428327
7.464585
6.771674
7.029735
6.743464
6.095783
5.678365
6.138820
5.657125
5.243736
5.378980
5.934816
5.680227
4.799139
4.764342
5.255005
4.850092
5.399204
4.397292
3.947950
4.991563
4.068664
3.812416
3.252036
4.246345
3.791474
3.906603
4.157110
3.438502
3.300069
3.538367
3.924939
3.180861
2.757901
2.743420
2.956652
2.689484
3.761660
3.288243
2.250907
2.999190
3.020544
2.921757
3.112138
2.484504
2.622066
3.149331
2.944137
3.386039
3.306081
2.775581
2.767945
2.653341
3.653384
2.884610
2.329357
2.259283
2.609899
3.211439
2.501254
2.406829
2.589883
2.537547
2.623184
2.584914
2.319625
2.301949
2.186731
3.046409
2.881975
2.491966
2.168296
2.424826
1.934951
2.724943
2.520524
2.120450
2.026436
2.639214
1.991188
2.472809
2.166805
2.058004
2.542073
2.007115
2.010856
2.037552
1.776739
2.443098
2.167575
2.891231
1.873273
2.376773
1.884571
2.229100
2.496106
1.766651
1.944410
2.174688
1.911398
2.581984
2.782287
1.423959
2.597489
2.407715
1.869067
1.987740
1.904468
1.992753
2.504039
2.256367
1.851171
2.099377
1.994221
2.072929
2.444966
1.893409
1.807691
2.613397
1.989978
2.098868
1.759146
1.876507
1.665240
1.832916
2.122899
1.663351
1.669736
1.803269
2.018685
1.842619
2.203990
1.805853
1.549363
1.908818
1.716120
1.868593
1.722710
1.687271
1.806660
1.812992
1.647667
1.901217
1.627012
1.884207
1.914691
1.437573
1.910833
1.926032
2.367413
1.484906
2.240535
1.592599
1.691032
1.562559
1.597516
1.978596
1.970854
1.249498
1.734444
1.402745
2.189179
1.651223
1.801475
1.671921
1.662056
1.275504
1.487582
1.356337
1.580532
1.978102
1.838637
1.343385
1.545399
1.747976
1.777240
1.213604
1.394446
1.554416
1.449201
1.774300
1.188692
1.748402
1.706117
1.469308
1.603462
1.513946
1.185395
1.691624
1.472479
1.438944
1.452382
1.442211
1.199272
1.496083
1.672522
1.536568
1.859534
1.391263
1.460913
1.129078
1.672010
1.195990
1.273662
1.600633
1.202171
1.408718
1.544933
1.426641
1.244245
1.456489
1.385283
1.518223
1.393098
1.437283
1.534014
1.194567
1.180648
1.320963
1.258067
1.360253
1.277535
1.192717
1.424332
1.497368
1.201453
1.271006
1.221177
1.053111
1.376854
1.123185
1.860071
1.652804
1.423336
1.109123
1.340200
1.448846
1.345538
1.282676
1.577654
1.454284
1.445764
1.414164
1.288283
1.124254
1.354075
1.062309
1.300063
1.290273
1.096504
1.246093
0.992809
1.110392
1.148128
0.966534
0.932869
1.054275
1.210810
1.109535
1.316221
1.327388
0.913066
1.320445
1.074219
1.103447
0.926359
1.162747
1.007409
0.912103
1.261206
0.884528
1.214639
0.991814
1.045525
1.081735
1.009606
1.175381
1.315111
1.232378
1.153207
0.931813
1.527346
1.110183
1.069786
0.986699
0.831922
0.893107
1.126332
0.958772
1.152388
1.093146
1.252735
0.765465
0.988848
0.806776
0.811668
1.036250
0.868370
1.057319
0.941837
1.361795
1.288496
0.966755
1.122271
1.065785
0.776315
1.121364
1.339248
1.139499
0.920439
1.552927
0.821873
0.755960
1.095876
1.065552
0.945854
1.135540
0.819956
0.669503
0.786050
1.221040
0.978279
0.891525
0.801746
0.767847
1.182977
1.227561
1.239947
0.759111
0.786704
1.196949
0.749558
1.123437
0.894700
0.924059
0.978488
1.017947
0.766694
0.903140
0.988044
1.072629
0.741804
0.762472
1.012388
0.736309
1.235514
0.736448
0.732863
0.807413
0.806437
0.883101
0.847643
1.118867
0.688666
1.030479
0.818290
1.064372
0.910972
0.599391
1.020399
0.774265
0.783771
0.866900
0.622759
1.101006
0.957429
0.642338
0.822698
0.933861
0.945087
1.212399
0.722571
1.031248
0.757771
1.158392
0.874533
0.985369
1.037353
0.953803
0.732731
0.932436
0.619407
0.846775
0.928977
1.098513
0.750225
0.896161
1.106595
0.813833
0.790803
0.779258
0.958012
0.948673
0.873407
0.858238
0.844716
0.611500
0.849157
0.763532
0.877954
1.044029
1.259973
0.688801
1.133594
0.929870
0.723977
0.958015
0.898954
1.137084
0.826776
0.611508
0.574563
0.805358
1.195201
0.791790
